,star,date,review
1,2,2016년 9월 11일,"아니 무슨 게임이 저장이 안되네요...같은 부분만 5번씩하고 제대로 Quit 까지 했는데 저장은 무슨...하...유료결제 한것중 도중에 그만 둔 게임은 이게 처음이에요. 그래도 게임의 수준이 높고, 그래픽이 좋았어서 '별로'를 선택했습니다."
2,5,2016년 11월 17일,그럭저럭 퍼즐 좋아하면 재밌게 할 듯. 그래픽에 눈호강합니다ㅠ 중간중간 무서운 장면도 있긴 한데 그럭저럭 할 만 해요.  하지만 5단계가 끝이라 너무 서둘러 하다가는 돈아까울 수 있음. 그래도 단계마다 시간이 좀 걸리니 돈값어치만큼은 하네요
3,3,2016년 10월 27일,스토리 이해가 잘 안되네요 스토리 별로 안중요할 줄 알았더니 스토리가 비중이 크네요. 저같은 영어 모르는 사람에게는 그냥 퍼즐푸는 재미밖에 없네요.
4,5,2016년 9월 4일,재밌어요! 한국어로 번역안된게 좀 아쉽긴 하지만ㅋㅋㅋㅋ대충 다 알아먹겟더라고요..ㅎㅎ 이제 3 사러 갑니다
5,5,2016년 10월 3일,재밌어요. 1편 해보다가 3편까지 결제해서 다 엔딩봤어요. 요번에 ios는 2까지 한글화됐던데 안드도 빨리 됐으면 좋겠어요. 정말 재밌습니다.
6,5,2016년 9월 4일,2천원으로 피방가서 오버워치 두시간 할바엔 이거 하나사서 사고력 기르는게 100배는 더 좋네..............팔로 떠납니다
7,5,2016년 11월 18일,한글판더룸은 다시 구매해야되는건가요?? 예전에 이거 영뮨판 더룸을 돈주고 받았었는데 한글판나왔다길래 뭐 그냥 한글판되겠지 했는데 안되는거같은데...한글판 더룸은 다시돈을 주고 받아야하는건가요??
8,5,2016년 10월 29일,역시나 더룸 1때랑 달라진게있다면 더 깨야할게많아짐 그리고 아쉬운점은 힌트가 영어...ㅠㅠ 1은 한국어였는데 2에서는 한국어 지원이 안됨 마지막은 영화급 퀄리티 굳굳
9,5,2016년 10월 20일,방금 엔딩 봤어요 아... 아직도 가슴이 뛰는것 같아요 정말 시간 가는줄 모르고 푹 빠져서 두근두근하며 즐겼습니다 진짜 재밌어요! 이제 3 시작해야지
,5,2016년 9월 5일,"재밌네요 사서 해도 돈이 아깝지 않음. 적당히 어렵고, 힌트는 이해 못하면 찾기 어려울수도 있지만 충분하네요. 게임 퀄리티도 정말 좋음"
0,5,2016년 7월 7일,"퀄리티 최고입니다. 참고로 한글판도 나왔는데 영문판이랑 결재연동되지 않습니다.(즉, 새로 구매해야한다는 얘기) 참고하세요."
1,5,2016년 2월 13일,This game is My first payed game and i love it! Thx u guys to mack this game and i'm going to play room 2 so cya
2,5,2016년 1월 25일,버벅임 해결된 듯 굿!
3,5,2017년 12월 27일, Magnificent!  Puzzle after puzzle!  It's just awesome!
4,5,2017년 6월 8일," So addictive, abt to buy Room 2"
5,5,2017년 2월 14일, 신박한 게임!
6,5,2016년 11월 25일,재밌네요 재밌어요
7,5,2018년 11월 21일, 와.... 하나하나 해결해 나갈때마 짜릿해요; 게임 진짜 잘만들었다
8,5,2016년 2월 29일,Too addictive Omg
9,5,2017년 10월 27일, 돈이 안아까울만큼 재밌네요
,1,2018년 9월 18일," 무료 체험 끝나고 자동으로 갱신되기 전에 알림을 주든가 괜한 돈 20,000원 가량을 뜯겼습니다. 진짜 글씨도 작게 써놔서 알아보기도 힘들게 만들어 놓고. 노인들 뜯어먹는 보험 사기꾼 같습니다. 인류애 저버린 느낌이고 절대 다시 안 하겠습니다. 돈 돌려받을 수 있음 좋겠습니다. 결제된 뒤로 들어간 적도 없는데 돈 돌려주세요...."
0,5,2018년 8월 19일," 게임관련 리뷰를 적지 광고때문에 별점 테러당하네~ 별 한개준 사람들보고 이 게임 안하시면 진짜 후회합니다!! 광고 많은거 인정합니다. 
하지만 7~8초 기다리면 우측 상단에 x표시떠요. 그걸 왜 30초동안 보고 계신건가요ㅋ.. 그 광고로 부활도 할 수 있어서 전 너무 
만족합니다. 광고가 싫으시면 와이파이나 데이터 끄시면 하나도 안나와요. 모두 즐껨~!~!~!~! *빠른 업데이트 부탁드립니다.*"
1,1,2018년 11월 15일," 저기요 미니게임중에 톱니바퀴가 나오는 구간이 있는데거기서 죽어서 200원 내고 되살아나려고 했는데 죽었습니다;;; 톱니가 그대로 있더라구요?;;하하;; 이거 왜이러죠? 그리고 광고요? 네네 넣고싶은 맘은 이해하는데...데체 왜 한판 끝나고 광고 한판 끝나고 광고 이러는거죠? 저 그 광고가 시도때도없이 나와서 이 게임을 진행할때마다 와이파이를 끄고합니다 하하^^ 광고 안나오니까 편하더라구요^^ (그러면서 또 데이터 게임으로 바꾸면 욕합니다) 제발 광고,렉,버그 고쳐주세요 겜할때마다 빡칩니다;;;;;;;"
2,3,2018년 9월 15일," 게임 자체는 정말 잘 만들었지만 광고를 너무 여러 군데에 쑤셔놓은건 별로 좋은 선택은 아님. 개발사 쪽에서 수익을 창출하는건 당연하긴 하지만 무료 부활, 무료 아이템 등을 댓가로 광고를 거는건 좋으나 스테이지 클리어, 스테이지 재시작에 광고를 걸면 게임 플레이 자체에 걸림돌이 됨. 과도한 광고는 결국 애드어웨이 사용을 낳을 뿐임"
3,1,2018년 10월 19일, 저 19일까지 무료라 적혀있더군요 근데 돈 9500가량 뜯긴건 18일이네요 못믿겠다면 사진 캡쳐해서 보내겠습니다. 앱 후기 보니까 저 외에도 다른 사람들 모두 돈이 뜯긴것 같은데 그분들까지 모두 돈 돌려주시죠 어제 환불하려고 들어가보니 결제내역도 안떴어요 제발 제대로 환불해주세요 정확히 9500원
4,1,2018년 8월 18일," 게임은 재미있는데요. 3일동안 무료로 제공되는 혜택은 3일이 지난 후에 결제가 다시 진행되어야 하는거 아닌가요? 18일까지 무료라 
구독취소 안하고 있었는데, 17일인 오늘 9500원이 빠져나갔네요. 환불하려고 결제내역 들어가도 안뜨구요. 결제내역이라도 주세요 
환불하게. 답변 바랍니다. ㄴ오늘 다시 돈 들어왔습니다. 감사합니다."
5,5,2018년 10월 22일, 여러분 광고는 게임을 종료하고 와이파이나 데이터를 끄고 게임을 키면 광고없이 게임즐길 수 있습니다!!! 200단계까지 올클하고 너무 재미있어서 리뷰남겨요 :) 그리고 3일체험후에 자동결제되는 형식이니까 제발 참고하시고 체험해주세요! 마스크는 스테이지클리어에 거의 무관합니다!
6,3,2018년 10월 23일, 저는 원래 광고 신경 안쓰는편인데 이게임은 너무 많습니다. 광고가 몇초 지나면 금방 없어지기도 하고 와이파이와 데이터를 끄고 있으면 광고가 안 나타나기도 하지만 많은건 사실이므로 남겨요...ㅜ
7,1,2018년 9월 1일, 상자 필요없어서 광고 안보고 넘기려는데 자꾸 광고를 보여줌ㅡㅡ 담판으로 넘어가려거나 게임에서 죽고 난 후 귀찮아서 가려는데 자꾸 광고 보여줌!!! 상자나 부활 필요없다는데 왜 보상은 안주면서 광고 보여줘요? 게임자체는 심심풀이로 하기 나쁘지않은데 한파마다 광고 2~3개 보여주니 짜증남 광고제거4천원 낼만한 가치까지는 아니라서 그냥 삭제힘
8,2,2018년 9월 16일, 게임은 재미있습니다. 광고가 과다하게 많아요. 비슷한게임들은 광고에 혜택이 많이 달리긴했어도 선택제인데 이 게임은 본인의 의사와 전혀 상관 없이 광고가 켜지는데 그 횟수도 너무 많아요. 지쳐가지고 그냥 지웁니다. 참을성 많으시면 게임은 하세요. 게임은 재미있어요.
9,3,2018년 8월 19일," 이 게임이 단순해서 즐기기는 좋은겄같아요.. 다만...광고가 너무많이나오는겄같네요 한판끝날때마다 광고가 나와요 이거만 고쳐주시면 
더좋을겄갔아요.. 제작자님이글보시면 이겄좀고쳐주세요..ㅠ"
,1,2018년 12월 3일, 2101단계깨고 챔피언스리그까지 가서 100단계넘게 깼는데 왜갑자기 레벨1로 넘어가는거죠 ? 어렵게 다 깬건데 아진심 화나네요 원래대로 돌려주세요!!!!
0,4,2018년 12월 3일, 재미있고 지루하지않구 생각을 하게 만드는게임인듯요
1,1,2018년 12월 5일, 이게임에절대현질안할거임. 아이템이나현질안하면스트레스유발게임.
2,5,2018년 12월 3일, 재미있고 도전성취감 있어요
3,5,2018년 12월 4일, 참 잼남
4,2,2018년 12월 4일, 어느정도 난이도 이상부터는 그냥 운
5,5,2018년 12월 3일, 고퀄게임입니다. 대박.
6,5,2018년 12월 3일, GOOD
7,5,2018년 12월 4일, 👍
8,5,2018년 12월 3일, 좋아요
9,3,2018년 12월 3일, 업뎃된거 같은데 다른 나라는 벌써 2251판 깨고 챔피언리그 하는데 왜 나만업뎃이 안뜨는건지..? 한국만 안되는건지..거참 소비자를 위한 공정한정책이면 늦게 출발하는것도 공정성에 해당됨. 100미터 달리기 하는데 늦게 출발하면서 이길수 있남?1등은 현질도 앞도적일텐데
,3,2018년 9월 2일, 전버전이더 좋것 같고 맵들 다그냥 이용하게해주세요 게임도 돈주고 샀는데 맵도 사야되나요?
0,5,2018년 8월 6일, omsi 2 님 재미없다고 환불해달라는게 말이되요?
1,5,2018년 8월 13일, 너무 재밌네요ㅎㅎ 돈주고산 의미가 있는거 같아요ㅎ
2,5,2018년 8월 26일, It's very funny. It's very controlled.
3,3,2018년 9월 12일, 현질유도가좀.......
4,5,2018년 7월 9일, 맵일부분만 다는 안원하는데 일부분만 맵 그 게임돈으로 좀 바꿔주세요
5,2,2018년 7월 9일, 구글 플레이에 로그인이 왜 안될까요? 그리고 한국어 번역이 된건지 안된건지 모르겠네요.
6,1,2018년 8월 4일, 환불 부탁드립니다. 첫날은 재미있는줄 알았는데 재미가 없네요환불해주십시오
7,4,2018년 7월 11일, 이 게임은 보드와 함께합니다 옆에친구를죽이고싶네요
8,3,2018년 7월 14일, 살때도돈내고사는대맵몇개는겜돈으로사게해주면않돼나
9,5,2018년 7월 10일, 생각보다 정말 재밌는 게임이다
,5,2018년 11월 6일, Awesome..
0,5,2018년 11월 6일, I have never played like this game
1,5,2018년 11월 14일, 너무 게임이 좋습니다.
2,4,2018년 10월 26일, Ad.. too much
3,5,2018년 10월 27일, 광고가너무많음
4,5,2018년 8월 14일, 시간때우기 정말 좋음
5,5,2018년 7월 6일, Good game!^^
6,5,2018년 7월 25일, 재미 최고
7,1,2018년 4월 27일, This game looks nothing like the advertisement. I immediately deleted.
8,5,2018년 8월 26일, It's helpful to study words.
9,5,2018년 4월 9일, 재밋네요
,5,2018년 11월 26일, Easy and fun
0,4,2018년 11월 5일, 완전 재미있어요♥♥
1,5,2018년 5월 15일, Time goes so fast when you're playing this.
2,5,2018년 8월 29일, 좋네요
3,4,2018년 3월 4일, Grat for killing-time
4,5,2018년 2월 20일, fun
,5,2018년 12월 2일, They did try to incorporate word game and situation game in same place but it's more like word game. I hope they got more fun of animations
0,5,2018년 11월 27일, Good
1,5,2018년 11월 25일, Goooooooooooooooooood! Job!
2,4,2018년 11월 20일, Good
3,5,2018년 11월 17일, 굿
4,5,2018년 11월 4일, 기분 좋은 게임
5,3,2018년 11월 10일, Meh... that face is uncomfortable
6,5,2018년 11월 10일, Goooooooood
7,5,2018년 10월 24일, It's fun.
8,5,2018년 12월 4일, 꿀잼잼
9,4,2018년 12월 3일, 재미있네요
,5,2018년 11월 18일, Good
0,5,2018년 11월 29일, Fun!
1,5,2018년 12월 5일, Fun game
2,5,2018년 11월 4일," 몰랐던 단어가 참 많네요. 그래서 재미있고 공부도 됩니다. 1. 마지막 단어의 뜻을 볼 수 있도록 기다려주세요~ 2. 발음 버튼이 있거나, 발음기호도 보여주면 좋겠습니다."
3,5,2018년 11월 10일, Nice graphics. Very well designed throughout. Love it.
4,5,2018년 12월 3일, 시간 때우기 넘나 좋내요^^
5,5,2018년 10월 15일, 재미있네요.
6,5,2018년 11월 4일, 어휘에 도움이 되는 게임
7,5,2018년 10월 13일, Gud
8,5,2018년 10월 21일, Awesome
9,5,2018년 10월 28일, Good
,5,2018년 6월 12일," 이에뮬을 선택한이유 1.복사방지락에 걸리지않음(설정을건드리지않아도 알아서 락풀어줌) 2.치트코드를 바로받을수있다(다만 영문판위주라서 
일본어판게임에는 적용안되거나 일부만적용됨 ) 3.옛날부터 써오던 에뮬이어서 선택"
0,3,2018년 7월 9일," Let me use in Vulcan plz.... Your company is much more famous than Fpse. 
But why don't you provide the most optimum conditions in high qualities? I 
think you guys already have enough abilities to do that. Plz attend of my 
opinion. Thanks. And check for FF7, FF8."
1,5,2017년 8월 20일, 추억에 플스게임 파판을 할수있다니 다만 게임 파일을 구하기 어렵단것이 아쉽네요 많은 초보자들이 게임파일을 못구하는거같음
2,1,2017년 8월 13일, 환불해주세요 게임파일 넣었는데 실행도 못하고 있습니다 이게 뭐하는겁니까 빨리 환불처리해주세요 신고하기전에
3,5,2017년 9월 9일, This is a best emulator I'd ever seen.
4,5,2017년 7월 9일, 뭐 계속쓰던거라
5,5,2018년 2월 23일, PC버전과 더불어 안드로이드 버전도 잘 쓰고 있습니다.
6,1,2018년 8월 20일," Non support of multi tasking, also feel developmenting laziness."
7,4,2017년 10월 26일, good for the price!
8,5,2018년 11월 27일, 유료지만 값어치 하네요
9,5,2016년 11월 8일, 돈이 아깝지 않은 앱입니다. FF7 실행하고 있는데 기본 설정만으로도 잘 실행되네요... 근데 FF9 실행하신분들 세팅을 어떻게 하셨는지?
,1,2018년 8월 18일," 진짜로 와이파이 빵빵한 곳에서 왜 지렁이가 혼자가다가 죽어요? 어이가 없넹...;;진짜로 제가 게임하는데 방향키가 조잘도 안 되고 지 
혼자 가다가 죽어요..!그리고 계석 렉 걸리고 자유롭게 못움직이고 악플이 이라 충고 삼으세요.ㅉ 저 이거 도저히 도이거못하겠습니다. 
악플이라면 ㅈㅅ하구요.할 사람은 하세요."
0,5,2018년 1월 20일, 유튜브의 선구자 이신 대도서관님이 하시는 것을 보고 다운받았다. 재밌다. 외국섭이라서 그런지 사람들이랑 같이 하면 렉이 걸려서 화병난다. 싱글 플레이는 렉이 없고 싱글로 해도 충분히 재밌게 할 수 있으니 그걸로 해보길 추천한다. 또한 싱글은 인터넷도 필요로 하지 않기 때문에 다운 받아놓고 심심할때 하는 것도 장려한다. 이상 리뷰 끝.
1,5,2018년 3월 4일, 완전 짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱 재미있습니다!!!!!!♥♥♥정말 이런 개꾸르잼이 겜은 없는것 같습다..! 제 기준에서는!! 우리 언니도 오늘 깔았는데 오늘 하루에 도데체 몇번을 하는지!! 이건 정말 별5개 주면 않되는 겜 입니다!!!진짜ㅏ 별 100개 (?) 정도 주고 싶네요!! 하지만..엄청 초보분들은 열통이 터지실것 같아요...저도 항상 그랬거든요...!!ㅎ 하지만 방금 하고 왔는데 신기록을 깻어요!! 1등으로! 바로 62331 (육만이천삼백삼십일) 점이 나왔어요!! 얼마나 기쁜지...ㅠ 그 전 기록은...전체 리뷰완전 짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱짱 재미있습니다!!!!!!♥♥♥정말 이런 개꾸르잼이 겜은 없는것 같습다..! 제 기준에서는!! 우리 언니도 오늘 깔았는데 오늘 하루에 도데체 몇번을 하는지!! 이건 정말 별5개 주면 않되는 겜 입니다!!!진짜ㅏ 별 100개 (?) 정도 주고 싶네요!! 하지만..엄청 초보분들은 열통이 터지실것 같아요...저도 항상 그랬거든요...!!ㅎ 하지만 방금 하고 왔는데 신기록을 깻어요!! 1등으로! 바로 62331 (육만이천삼백삼십일) 점이 나왔어요!! 얼마나 기쁜지...ㅠ 그 전 기록은 40000 (사만) 이였는데....ㅠ!! 그리고 이 겜은 온라인인 데도 데이터 필요없이 할수 있어서! 정말 좋습니다ㅏ!! 지렁이 키우기 게임 만드신 분들 정말 잼있게 플래이 하고 감니다!♥♥♥
