,name,review,lda-result-cosine,lda-result-euclide
670,True Skate, 와.... 너무 좋네요 이 게임 제작자분 정말 감사합니다,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
671,Word Cross, I have never played like this game,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
672,Word Cross, 너무 게임이 좋습니다.,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
673,Word Cross, 광고가 너무 많음,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
674,Word Cross, 시간 때우기 정말 좋음,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
675,Word Cross, Good game!^^,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
676,Word Cross, 재미 최고,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
677,Word Cross, It's helpful to study words.,"('Angry Birds Rio',)","('Angry Birds Rio',)"
678,Word Cross, 재밌네요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
679,Word Cross, good,"('Bubble Shooter',)","('Bubble Shooter',)"
680,Word Cross, 좋아요,"('Bubble Shooter',)","('Bubble Shooter',)"
681,Word Search Puzzle, Time goes so fast when you're playing this.,"('Bloons TD 5',)","('Bloons TD 5',)"
682,Word Search Puzzle, 좋네요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
683,Word Search Puzzle, fun,"('Angry Birds Classic',)","('Angry Birds Classic',)"
684,Words Story - Addictive Word Game, Good,"('Angry Birds Classic',)","('Angry Birds Classic',)"
685,Words Story - Addictive Word Game, Goooooooooooooooooood! Job!,"('Bloons TD 5',)","('Bloons TD 5',)"
686,Words Story - Addictive Word Game, 굿,"('Color Road',)","('Color Road',)"
687,Words Story - Addictive Word Game, 기분 좋은 게임,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
688,Words Story - Addictive Word Game, Goooooooood,"('Block Puzzle',)","('Block Puzzle',)"
689,Words Story - Addictive Word Game, It's fun.,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
690,Words Story - Addictive Word Game, 꿀잼잼,"('Bubble Shooter',)","('Bubble Shooter',)"
691,Wordscapes, Fun!,"('Cluedo',)","('Cluedo',)"
692,Wordscapes, Fun game,"('Bloons TD 5',)","('Bloons TD 5',)"
693,Wordscapes," 몰랐던 단어가 참 많네요. 그래서 재미있고 공부도 됩니다. 1. 마지막 단어의 뜻을 볼 수 있도록 기다려주세요~ 2. 발음 버튼이 있거나, 발음 기호도 보여주면 좋겠습니다.","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
694,Wordscapes, Nice graphics. Very well designed throughout. Love it.,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
695,Wordscapes, 시간 때우기 너무나 좋네요^^,"('Age of Civilizations II',)","('Age of Civilizations II',)"
696,Wordscapes, 재미있네요.,"('Block Puzzle',)","('Block Puzzle',)"
697,Wordscapes, 어휘에 도움이 되는 게임,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
698,Wordscapes, Gud,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
699,Wordscapes, Awesome,"('Age of Civilizations II',)","('Age of Civilizations II',)"
700,Wordscapes, Good,"('Bloons TD 5',)","('Bloons TD 5',)"
701,ePSXe for Android, 추억에 플스 게임 파판을 할 수 있다니 다만 게임 파일을 구하기 어렵단 것이 아쉽네요 많은 초보자들이 게임 파일을 못 구하는 거 같음,"('Angry Birds Rio',)","('Angry Birds Rio',)"
702,ePSXe for Android, This is a best emulator I'd ever seen.,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
703,ePSXe for Android, 뭐 계속 쓰던 거라,"('Bubble Shooter',)","('Bubble Shooter',)"
704,ePSXe for Android, PC버전과 더불어 안드로이드 버전도 잘 쓰고 있습니다.,"('Bloons TD 5',)","('Bloons TD 5',)"
705,ePSXe for Android, 유료지만 값어치 하네요,"('Bloons TD 5',)","('Bloons TD 5',)"
706,ePSXe for Android, 돈이 아깝지 않은 앱입니다. FF7 실행하고 있는데 기본 설정만으로도 잘 실행되네요... 근데 FF9 실행하신 분들 세팅을 어떻게 하셨는지?,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
707,ePSXe for Android,앱 중단되는 경우 발견 소니에릭슨 st15i 사용 중 온 스크린 버튼 위치를 조정하려고 하면 앱이 중지됨. 확인바람.,"('Bubble Shooter',)","('Bubble Shooter',)"
708,ePSXe for Android,아주 좋습니다 끊기지도 않고 좋아요 단지 설정이 어딘가에 숨어있고 리셋되어서 번거롭고 영어라서 읽기도 어렵지만 기능은 확실히 좋아요,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
709,ePSXe for Android, FF9 디스크 교체할 때 튕기는데 방법 좀 알려주세요,"('Angry Birds Classic',)","('Angry Birds Classic',)"
710,ePSXe for Android,드롭박스 업로드 다운로드 기능 좋군요 좋은 앱입니다.,"('Bubble Shooter',)","('Bubble Shooter',)"
711,slither.io, 유튜브의 선구자 이신 대도서관님이 하시는 것을 보고 다운로드했다. 재밌다. 외국 섭이라서 그런지 사람들이랑 같이 하면 렉이 걸려서 화병 난다. 싱글 플레이는 렉이 없고 싱글로 해도 충분히 재밌게 할 수 있으니 그걸로 해보길 추천한다. 또한 싱글은 인터넷도 필요로 하지 않기 때문에 다운로드해놓고 심심할 때 하는 것도 장려한다. 이상 리뷰 끝.,"('Cluedo',)","('Cluedo',)"
712,slither.io,,"('Bloons TD 5',)","('Bloons TD 5',)"
713,slither.io, 유저 들분 뺏어 먹고 그런 게 이 게임의 규칙이나 마찬가지이고요.. 이건 1억?!허억! 너무 재밌고 댓글을봐주시면 고맙습니다! 이거로 스트리밍도 재밌게 할 수 있어서 시간 낭비되기 딱! 좋아요!!,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
714,slither.io, 아 다 좋긴 한데 제가 죽인 지렁이를 다른 사람이 다 뺏어 먹어서 문제에요.. 제가 2마리를 죽여서 1마리를 먹고 있는데 따른 사람들이 와서 다 뺏어 먹고.. 자신이 죽인 건 자신만 먹게 해 주세요... 그리고 시체 먹는 동안은 안 죽게 해주세요..,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
715,slither.io, 너무 귀여워요...!😍 근데 크고 긴 지렁이들이 저의 지렁이 위를 지나갔는데 제가 사라졌어요. 왜죠? 그리고 닉네임을 입력하고 나갔다가 다시 들어갔는데 닉네임이 사라졌어요. 그래도 이 게임 재밌고 귀엽고 버그 없는 정말 좋은 게임이니까 님들도 깔아보세요 짱 제작자님 최고.....!,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
716,slither.io, I've been playing the first game in this game and it's so funny! I'll give it five stars and it's like being erased and re-laid! Just know that I'm enjoying this game. 한국인들을 위한 한국말:정말 재밌어요!! 이런 게임 정말 좋아요. ᄒᄒ 이거 자꾸 지우다가 깔았다가 하는 게임이네요 ㅎㅎ일등도 해봤어요. 간단하게 말하면 재밌는 게임이네요,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
717,slither.io, 개인적으로는 뭔가 스릴이 넘치고 정말 재밌어욥!! 지렁이 색을 고를 수도 있고 만들 수도 있어 좋네요. 1등에 도전합니다! 별을 한 10000개는 줘야겠는데.. ㅎㅎ 그른데... 움직일 때 렉이 좀 걸려요..,"('Bloons TD 5',)","('Bloons TD 5',)"
718,slither.io, 정말 재밌어요. 근데 제 닉네임이 ASL이거든요. 항상 1등 할 때 보면 지렁이가 너무 크다 보니까 동작이 느려지고 그래서 너무 불편해요. 그리고 빨라지는 게 누르려고 한 게 아닌데 오른손으로 조종하다 보니까 잘못 눌러서 죽을 때가 너무 많아요.....,"('Age of Civilizations II',)","('Age of Civilizations II',)"
719,slither.io, 재밌기는 한데....  제가 죽인 지렁이들 단 사람들이 빼앗고요. 광고도 많이 떠요 이점 고쳐주세요. 그럼 5개 보더 백만 개는 더 드릴 수 있어요 ㅎㅎ 구레도 재맜어여영,"('Cluedo',)","('Cluedo',)"
720,slither.io, 게임 너무 재미있고 좋아요~ 그런데 온라인 플레이를 할 때 렉이 너무 많이 걸려서 멈췄다가 갑자기 움직여서 죽는 경우가 너무 많아요. 온라인 플레이를 둘로 나누어서 게임하는 사람을 줄이는 것도 좋은 방법이라고 생각해요.,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
721,포우 Pou, 후 제가 애완동물을 기르고 싶은데 부모님이 반대하셔요.... 근데 어느 날 친구의 추천에 의해서 포우를 깔아봤죠 그런데.... 포우가 너무 귀엽고 애완동물 같아서 너무 좋네요~!제작자님 감사해요ᅲᅲ,"('Angry Birds Classic',)","('Angry Birds Classic',)"
722,포우 Pou, 저... 삭제했다가 다시 되돌리는 것을 모르는 분들이 많으셔서 알려드리려고 합니다.. 오른쪽 위에 포우 모양을 클릭하고 자신의 이메일과 비밀번호를 누릅니다. 그리고 다시 포우 모양에 들어가서 계정 누르고 게임 저장 누르면 됩니다,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
723,포우 Pou, 포우를 만드신 작가님!!! 저 이 게임만 보고 깜짝! 놀랐습니다!! 저가 찼는 게임이 없어서 그런 게임을 찼고 있었는데.. 그 게임이 동물 키우는 게임인데 포우가 제가 찼는 게임이랑 꼭 한번 해봤다는 듯이!! 똑같아요!! 포우를 만드신 작가님!! 정말 감사드립니다.!! 여러분들은 동물 키우는 게임 하시고 싶으시면 이 게임해보셔도 좋을 것 같고요.! 포우를 만드신 작가님!! 정말 좋은 게임인 것 같아요.! 정말 감사합니다.!!! 그럼 안녕히 계세요!!!!!!(이름. 나디아) 가짜임ㅋ,"('Bloons TD 5',)","('Bloons TD 5',)"
724,포우 Pou," 저는 이 게임을 즐기고 유전데요. 저만 그런가요?? 옷을 샀는데요, 안 사지고 돈만 줄어들어서요... 그것만 고치면 정말 최고예요!! 이 게임을 만들어주셔서 정~ 말 감사합니다~!! ^ ^","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
725,포우 Pou, 비치발리볼이 레알 갓 게임 어렵다고 안 하고 있었지? 이건 미쳤어 개 재밌어 비치발리볼 개갓 게임이야 이건!!,"('Angry Birds Classic',)","('Angry Birds Classic',)"
726,포우 Pou, 안녕하세요 전이 게임이 너무 재밌어요 다만 좀 렉이 걸려요 와이파이 4칸이 터지는데 그런데도 렉이 걸리고 음식을 샀는데 돈만 없어지고 좀 그런 점을 고체 주세요,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
727,포우 Pou, 너무 재미있고 이 게임 최고네요. 이 게임 만드신 분 감사드려 오~^-^,"('Color Road',)","('Color Road',)"
728,포우 Pou, 너무너무 재밌고 캐릭터도 귀여워요. 돈도 많이 주시고 미니 게임도 재밌어요. 제작자님 이 게임 만드시느라 고생하셨어요! 별 10000000000000개 도 더 드리고 싶네요!,"('Angry Birds Classic',)","('Angry Birds Classic',)"
729,포우 Pou, 미니게임을 누르면 멈추는데... 홈버튼 누르면 게임을 한 것처럼 표시가 돼요. 오류 고치면 좋아질 것 같아요. 50억 다운로드가 즈 아,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
730,포우 Pou, 진짜 정말 재밌고요. 포우 꾸미면 핸드폰 바탕화면으로 쓰고 싶을 만큼 귀여워요,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
731,체스, 짱이에요(앙파상되는진 안 해봤지만). 그리고 체스 규칙 모르는 분들은 게임 탓하지 말고 체스 규칙을 좀 보시면 어떨까요? 체스에는 키슬링이란 규칙도 있고 스테일 메이트라서 무승부 되는 경우도 있는데 상대가 킹이랑 룩이랑 한 턴에 같이 움직인다거나 갑자기 무승부가 된다고 징징 데지 마시고 규칙 좀 아시고 하세요,"('Bubble Shooter',)","('Bubble Shooter',)"
732,체스, 그랜드 마스터 어떻게 깸^^ 100판은 한 거 같은데,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
733,체스, 즐거운 체스 게임,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
734,체스, 좋아하는 게임,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
735,체스, Good chess,"('Angry Birds Rio',)","('Angry Birds Rio',)"
736,체스, 좋음,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
737,체스, 개 유익,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
738,체스, 좋아요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
739,체스, 체스 실력이 느는 데 도움이 많이 됨,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
740,체스, 앙파상 추가 좀 요 한글 패치도,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
741,체커, 재미있는 스마트폰,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
742,체커, Glfun to play,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
743,체커, 너무 좋아요😁,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
744,체커, dd,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
745,체커, 온라인 멀티플레이 기능 이 있었으면 좋겠어요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
746,체커, Good,"('Block Puzzle',)","('Block Puzzle',)"
747,체커, 괜찮네요...,"('Bloons TD 5',)","('Bloons TD 5',)"
748,체커,짱 굳굳 베리 굳,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
749,버블 슈터 아이스 - 버블 팝, 시간 때우기 좋음,"('Bloons TD 5',)","('Bloons TD 5',)"
750,버블 슈터 아이스 - 버블 팝, 250 뒤는 업데이트해주세요,"('Bubble Shooter',)","('Bubble Shooter',)"
751,버블 슈터 아이스 - 버블 팝, 시간 때우면서 하기 좋은데 너무 금방 끝나요 업데이트는 언제쯤 될까요?,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
752,버블 슈터 아이스 - 버블 팝, 107번은 어떻게 깨죠?,"('Bubble Shooter',)","('Bubble Shooter',)"
753,버블 슈터 아이스 - 버블 팝, IQ 좋아짐,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
754,버블 슈터 아이스 - 버블 팝, 업데이트해주세요~~,"('Bubble Shooter',)","('Bubble Shooter',)"
755,버블 슈터 아이스 - 버블 팝, 깔깔,"('Bloons TD 5',)","('Bloons TD 5',)"
756,버블 슈터 아이스 - 버블 팝, 좋아,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
757,버블 슈터 아이스 - 버블 팝, 너무 재밌어요~배터리 닳은지도 모를 정도로 재밌어요~남편 하구 단계 따라가기 승부욕 붙어가지고~,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
758,버블 슈터 아이스 - 버블 팝, 생각보다 안 질리고 재밌네요,"('Block Puzzle',)","('Block Puzzle',)"
759,버블 슈터, 저만 그런가요?? 휴대폰 게임에서 재일 재밌네요!! 이거 하명 스트레스가 다 풀리는 느낌이럴까??ㅎㅎ,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
760,버블 슈터, 게임 차체는 재미있음... 현재 403회 광고만 좀 줄여준다면 굿......,"('Angry Birds Rio',)","('Angry Birds Rio',)"
761,버블 슈터, 아이템들도 좋고 심심할 때 하기 딱 좋아요 진짜 재밌습니다!! ♥,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
762,버블 슈터, 재미있는데 바탕화면에 바로 가기가 안 생기네요 어떻게 해야 생기나요,"('Bubble Shooter',)","('Bubble Shooter',)"
