,ind,name,review,lda,lda-result-cosine,lda-result-euclide
665,20493.0,True Skate, 생각보다 정말 재밌는 게임이다,"[0.10391267, 0.18415509, 0.1410206, 0.09709863, 0.1882648, 0.17508708, 0.11046114]","('Age of Civilizations II',)","('Age of Civilizations II',)"
666,20494.0,True Skate, 할인해서 깔아봤는데 꿀 잼입니다,"[0.10811499, 0.1511618, 0.14672358, 0.10102538, 0.1958784, 0.18216757, 0.114928275]","('Cluedo',)","('Cluedo',)"
667,20495.0,True Skate, VERY GOOD,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Angry Birds Rio',)","('Angry Birds Rio',)"
668,20496.0,True Skate, 꿀 잼,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
669,20497.0,True Skate, 이거 2300원 값 하긴 하는데 공짜로 뿌리면 링 갓 게임,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
670,20498.0,True Skate, 와.... 너무 좋네요 이 게임 제작자분 정말 감사합니다,"[0.10811511, 0.17138103, 0.14672372, 0.10102551, 0.19587854, 0.16194774, 0.114928395]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
671,20671.0,Word Cross, I have never played like this game,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
672,20672.0,Word Cross, 너무 게임이 좋습니다.,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
673,20673.0,Word Cross, 광고가 너무 많음,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
674,20674.0,Word Cross, 시간 때우기 정말 좋음,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
675,20675.0,Word Cross, Good game!^^,"[0.13087466, 0.1319137, 0.1285581, 0.089008756, 0.24143001, 0.15950207, 0.11871269]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
676,20676.0,Word Cross, 재미 최고,"[0.106626265, 0.16731434, 0.14387804, 0.09968697, 0.21085091, 0.15865906, 0.11298443]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
677,20677.0,Word Cross, It's helpful to study words.,"[0.106440045, 0.14856535, 0.14433403, 0.099477984, 0.19249894, 0.195594, 0.11308966]","('Angry Birds Rio',)","('Angry Birds Rio',)"
678,20678.0,Word Cross, 재밌네요,"[0.08828845, 0.13653538, 0.1671562, 0.099234894, 0.25267804, 0.14648382, 0.109623194]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
679,20679.0,Word Cross, good,"[0.1073133, 0.15306221, 0.16447754, 0.1168514, 0.22916333, 0.11702912, 0.11210305]","('Bubble Shooter',)","('Bubble Shooter',)"
680,20680.0,Word Cross, 좋아요,"[0.12120294, 0.16046667, 0.1378645, 0.09536513, 0.2058746, 0.17104442, 0.10818175]","('Bubble Shooter',)","('Bubble Shooter',)"
681,20682.0,Word Search Puzzle, Time goes so fast when you're playing this.,"[0.17348057, 0.14489254, 0.13868411, 0.08425883, 0.17945917, 0.13365762, 0.14556718]","('Bloons TD 5',)","('Bloons TD 5',)"
682,20683.0,Word Search Puzzle, 좋네요,"[0.0913053, 0.12437666, 0.15589808, 0.119868375, 0.22726811, 0.18498509, 0.09629839]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
683,20684.0,Word Search Puzzle, fun,"[0.10193185, 0.16158015, 0.17645921, 0.095247716, 0.20373994, 0.15268567, 0.10835547]","('Angry Birds Classic',)","('Angry Birds Classic',)"
684,20686.0,Words Story - Addictive Word Game, Good,"[0.11873075, 0.13985075, 0.13574472, 0.09346606, 0.23734298, 0.14982955, 0.1250352]","('Angry Birds Classic',)","('Angry Birds Classic',)"
685,20687.0,Words Story - Addictive Word Game, Goooooooooooooooooood! Job!,"[0.1092275, 0.16995856, 0.14681685, 0.10270432, 0.19410412, 0.16163477, 0.11555389]","('Bloons TD 5',)","('Bloons TD 5',)"
686,20688.0,Words Story - Addictive Word Game, 굿,"[0.120994784, 0.14251721, 0.13833301, 0.09524829, 0.24186432, 0.15268636, 0.10835603]","('Color Road',)","('Color Road',)"
687,20689.0,Words Story - Addictive Word Game, 기분 좋은 게임,"[0.1051557, 0.14411074, 0.14111272, 0.09835162, 0.18654597, 0.17444158, 0.15028164]","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
688,20690.0,Words Story - Addictive Word Game, Goooooooood,"[0.13776554, 0.13513736, 0.133133, 0.092803665, 0.19447227, 0.14614506, 0.1605431]","('Block Puzzle',)","('Block Puzzle',)"
689,20691.0,Words Story - Addictive Word Game, It's fun.,"[0.121866256, 0.14202556, 0.13848238, 0.09594665, 0.20294861, 0.18998447, 0.10874608]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
690,20692.0,Words Story - Addictive Word Game, 꿀잼잼,"[0.09249452, 0.12612326, 0.15798877, 0.10391726, 0.28566697, 0.13628983, 0.09751938]","('Bubble Shooter',)","('Bubble Shooter',)"
691,20694.0,Wordscapes, Fun!,"[0.111034684, 0.15360236, 0.14979635, 0.10380989, 0.19893476, 0.16518025, 0.11764171]","('Cluedo',)","('Cluedo',)"
692,20695.0,Wordscapes, Fun game,"[0.12833463, 0.15116185, 0.14672364, 0.10102544, 0.19587846, 0.16194765, 0.114928335]","('Bloons TD 5',)","('Bloons TD 5',)"
693,20696.0,Wordscapes," 몰랐던 단어가 참 많네요. 그래서 재미있고 공부도 됩니다. 1. 마지막 단어의 뜻을 볼 수 있도록 기다려주세요~ 2. 발음 버튼이 있거나, 발음 기호도 보여주면 좋겠습니다.","[0.093531996, 0.16432416, 0.14372891, 0.10497763, 0.1852261, 0.17411914, 0.13409205]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
694,20697.0,Wordscapes, Nice graphics. Very well designed throughout. Love it.,"[0.124115385, 0.16405542, 0.14105725, 0.09771698, 0.20674051, 0.15555318, 0.1107613]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
695,20698.0,Wordscapes, 시간 때우기 너무나 좋네요^^,"[0.09906827, 0.1040367, 0.19958846, 0.14143802, 0.17807439, 0.13115841, 0.14663579]","('Age of Civilizations II',)","('Age of Civilizations II',)"
696,20699.0,Wordscapes, 재미있네요.,"[0.093062125, 0.13011493, 0.12629496, 0.10436137, 0.30784073, 0.13939925, 0.098926656]","('Block Puzzle',)","('Block Puzzle',)"
697,20700.0,Wordscapes, 어휘에 도움이 되는 게임,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
698,20701.0,Wordscapes, Gud,"[0.11879294, 0.14831032, 0.16515061, 0.101155445, 0.19300427, 0.15989046, 0.11369599]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
699,20702.0,Wordscapes, Awesome,"[0.12579037, 0.14816608, 0.14381589, 0.09902339, 0.19199648, 0.15873818, 0.13246962]","('Age of Civilizations II',)","('Age of Civilizations II',)"
700,20703.0,Wordscapes, Good,"[0.111566134, 0.15363947, 0.1505014, 0.10399872, 0.19774048, 0.16499251, 0.117561296]","('Bloons TD 5',)","('Bloons TD 5',)"
701,20733.0,ePSXe for Android, 추억에 플스 게임 파판을 할 수 있다니 다만 게임 파일을 구하기 어렵단 것이 아쉽네요 많은 초보자들이 게임 파일을 못 구하는 거 같음,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Angry Birds Rio',)","('Angry Birds Rio',)"
702,20734.0,ePSXe for Android, This is a best emulator I'd ever seen.,"[0.10811497, 0.1511618, 0.14672357, 0.121245414, 0.1958784, 0.16194758, 0.11492827]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
703,20735.0,ePSXe for Android, 뭐 계속 쓰던 거라,"[0.121863686, 0.14099261, 0.17744194, 0.09719465, 0.1887837, 0.15756479, 0.11615865]","('Bubble Shooter',)","('Bubble Shooter',)"
704,20736.0,ePSXe for Android, PC버전과 더불어 안드로이드 버전도 잘 쓰고 있습니다.,"[0.10597218, 0.14816582, 0.14381556, 0.09902309, 0.21181586, 0.17855708, 0.11265043]","('Bloons TD 5',)","('Bloons TD 5',)"
705,20737.0,ePSXe for Android, 유료지만 값어치 하네요,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Bloons TD 5',)","('Bloons TD 5',)"
706,20738.0,ePSXe for Android, 돈이 아깝지 않은 앱입니다. FF7 실행하고 있는데 기본 설정만으로도 잘 실행되네요... 근데 FF9 실행하신 분들 세팅을 어떻게 하셨는지?,"[0.10597292, 0.16798596, 0.16363055, 0.099023804, 0.19199693, 0.15873867, 0.11265113]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
707,20739.0,ePSXe for Android,앱 중단되는 경우 발견 소니에릭슨 st15i 사용 중 온 스크린 버튼 위치를 조정하려고 하면 앱이 중지됨. 확인바람.,"[0.101945154, 0.14252798, 0.13834648, 0.095260374, 0.20375177, 0.20980036, 0.10836788]","('Bubble Shooter',)","('Bubble Shooter',)"
708,20740.0,ePSXe for Android,아주 좋습니다 끊기지도 않고 좋아요 단지 설정이 어딘가에 숨어있고 리셋되어서 번거롭고 영어라서 읽기도 어렵지만 기능은 확실히 좋아요,"[0.10391386, 0.14528729, 0.1410219, 0.09709981, 0.22712663, 0.17508829, 0.11046223]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
709,20741.0,ePSXe for Android, FF9 디스크 교체할 때 튕기는데 방법 좀 알려주세요,"[0.1081152, 0.151162, 0.14672384, 0.1010256, 0.19587865, 0.18216623, 0.11492849]","('Angry Birds Classic',)","('Angry Birds Classic',)"
710,20742.0,ePSXe for Android,드롭박스 업로드 다운로드 기능 좋군요 좋은 앱입니다.,"[0.10811658, 0.15116315, 0.14672528, 0.1010269, 0.19588012, 0.18215823, 0.114929765]","('Bubble Shooter',)","('Bubble Shooter',)"
711,20863.0,slither.io, 유튜브의 선구자 이신 대도서관님이 하시는 것을 보고 다운로드했다. 재밌다. 외국 섭이라서 그런지 사람들이랑 같이 하면 렉이 걸려서 화병 난다. 싱글 플레이는 렉이 없고 싱글로 해도 충분히 재밌게 할 수 있으니 그걸로 해보길 추천한다. 또한 싱글은 인터넷도 필요로 하지 않기 때문에 다운로드해놓고 심심할 때 하는 것도 장려한다. 이상 리뷰 끝.,"[0.111033365, 0.15360224, 0.14979619, 0.10381092, 0.1989349, 0.16518039, 0.11764201]","('Cluedo',)","('Cluedo',)"
712,20864.0,slither.io,,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Bloons TD 5',)","('Bloons TD 5',)"
713,20865.0,slither.io, 유저 들분 뺏어 먹고 그런 게 이 게임의 규칙이나 마찬가지이고요.. 이건 1억?!허억! 너무 재밌고 댓글을봐주시면 고맙습니다! 이거로 스트리밍도 재밌게 할 수 있어서 시간 낭비되기 딱! 좋아요!!,"[0.111034036, 0.1536023, 0.14979637, 0.10381094, 0.19893485, 0.16518033, 0.11764118]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
714,20866.0,slither.io, 아 다 좋긴 한데 제가 죽인 지렁이를 다른 사람이 다 뺏어 먹어서 문제에요.. 제가 2마리를 죽여서 1마리를 먹고 있는데 따른 사람들이 와서 다 뺏어 먹고.. 자신이 죽인 건 자신만 먹게 해 주세요... 그리고 시체 먹는 동안은 안 죽게 해주세요..,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
715,20867.0,slither.io, 너무 귀여워요...!😍 근데 크고 긴 지렁이들이 저의 지렁이 위를 지나갔는데 제가 사라졌어요. 왜죠? 그리고 닉네임을 입력하고 나갔다가 다시 들어갔는데 닉네임이 사라졌어요. 그래도 이 게임 재밌고 귀엽고 버그 없는 정말 좋은 게임이니까 님들도 깔아보세요 짱 제작자님 최고.....!,"[0.108115, 0.15116182, 0.1467236, 0.12124526, 0.19587842, 0.1619476, 0.1149283]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
716,20868.0,slither.io, I've been playing the first game in this game and it's so funny! I'll give it five stars and it's like being erased and re-laid! Just know that I'm enjoying this game. 한국인들을 위한 한국말:정말 재밌어요!! 이런 게임 정말 좋아요. ᄒᄒ 이거 자꾸 지우다가 깔았다가 하는 게임이네요 ㅎㅎ일등도 해봤어요. 간단하게 말하면 재밌는 게임이네요,"[0.100550495, 0.1392596, 0.13574007, 0.112859085, 0.1803698, 0.16840342, 0.16281754]","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
717,20869.0,slither.io, 개인적으로는 뭔가 스릴이 넘치고 정말 재밌어욥!! 지렁이 색을 고를 수도 있고 만들 수도 있어 좋네요. 1등에 도전합니다! 별을 한 10000개는 줘야겠는데.. ㅎㅎ 그른데... 움직일 때 렉이 좀 걸려요..,"[0.12334782, 0.14528704, 0.14102153, 0.09709948, 0.18826574, 0.19451644, 0.110461965]","('Bloons TD 5',)","('Bloons TD 5',)"
718,20870.0,slither.io, 정말 재밌어요. 근데 제 닉네임이 ASL이거든요. 항상 1등 할 때 보면 지렁이가 너무 크다 보니까 동작이 느려지고 그래서 너무 불편해요. 그리고 빨라지는 게 누르려고 한 게 아닌데 오른손으로 조종하다 보니까 잘못 눌러서 죽을 때가 너무 많아요.....,"[0.10391305, 0.16472021, 0.14102098, 0.097099, 0.1882652, 0.19452007, 0.11046149]","('Age of Civilizations II',)","('Age of Civilizations II',)"
719,20871.0,slither.io, 재밌기는 한데....  제가 죽인 지렁이들 단 사람들이 빼앗고요. 광고도 많이 떠요 이점 고쳐주세요. 그럼 5개 보더 백만 개는 더 드릴 수 있어요 ㅎㅎ 구레도 재맜어여영,"[0.10811502, 0.1713816, 0.14672363, 0.101025425, 0.19587843, 0.16194762, 0.114928305]","('Cluedo',)","('Cluedo',)"
720,20872.0,slither.io, 게임 너무 재미있고 좋아요~ 그런데 온라인 플레이를 할 때 렉이 너무 많이 걸려서 멈췄다가 갑자기 움직여서 죽는 경우가 너무 많아요. 온라인 플레이를 둘로 나누어서 게임하는 사람을 줄이는 것도 좋은 방법이라고 생각해요.,"[0.10811507, 0.15116188, 0.14672367, 0.10102547, 0.21609786, 0.1619477, 0.114928365]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
721,21174.0,포우 Pou, 후 제가 애완동물을 기르고 싶은데 부모님이 반대하셔요.... 근데 어느 날 친구의 추천에 의해서 포우를 깔아봤죠 그런데.... 포우가 너무 귀엽고 애완동물 같아서 너무 좋네요~!제작자님 감사해요ᅲᅲ,"[0.10984378, 0.14961532, 0.14728296, 0.10264087, 0.19283828, 0.1820485, 0.1157303]","('Angry Birds Classic',)","('Angry Birds Classic',)"
722,21175.0,포우 Pou, 저... 삭제했다가 다시 되돌리는 것을 모르는 분들이 많으셔서 알려드리려고 합니다.. 오른쪽 위에 포우 모양을 클릭하고 자신의 이메일과 비밀번호를 누릅니다. 그리고 다시 포우 모양에 들어가서 계정 누르고 게임 저장 누르면 됩니다,"[0.108114935, 0.15116176, 0.16694383, 0.10102534, 0.19587836, 0.16194755, 0.11492824]","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
723,21176.0,포우 Pou, 포우를 만드신 작가님!!! 저 이 게임만 보고 깜짝! 놀랐습니다!! 저가 찼는 게임이 없어서 그런 게임을 찼고 있었는데.. 그 게임이 동물 키우는 게임인데 포우가 제가 찼는 게임이랑 꼭 한번 해봤다는 듯이!! 똑같아요!! 포우를 만드신 작가님!! 정말 감사드립니다.!! 여러분들은 동물 키우는 게임 하시고 싶으시면 이 게임해보셔도 좋을 것 같고요.! 포우를 만드신 작가님!! 정말 좋은 게임인 것 같아요.! 정말 감사합니다.!!! 그럼 안녕히 계세요!!!!!!(이름. 나디아) 가짜임ㅋ,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Bloons TD 5',)","('Bloons TD 5',)"
724,21177.0,포우 Pou," 저는 이 게임을 즐기고 유전데요. 저만 그런가요?? 옷을 샀는데요, 안 사지고 돈만 줄어들어서요... 그것만 고치면 정말 최고예요!! 이 게임을 만들어주셔서 정~ 말 감사합니다~!! ^ ^","[0.1059724, 0.14816602, 0.1438158, 0.13866065, 0.19199638, 0.15873809, 0.11265065]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
725,21178.0,포우 Pou, 비치발리볼이 레알 갓 게임 어렵다고 안 하고 있었지? 이건 미쳤어 개 재밌어 비치발리볼 개갓 게임이야 이건!!,"[0.111033864, 0.15360263, 0.14979647, 0.10381005, 0.1989348, 0.16518074, 0.117641464]","('Angry Birds Classic',)","('Angry Birds Classic',)"
726,21179.0,포우 Pou, 안녕하세요 전이 게임이 너무 재밌어요 다만 좀 렉이 걸려요 와이파이 4칸이 터지는데 그런데도 렉이 걸리고 음식을 샀는데 돈만 없어지고 좀 그런 점을 고체 주세요,"[0.11103423, 0.15360238, 0.14979614, 0.10381064, 0.19893485, 0.16518018, 0.117641605]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
727,21180.0,포우 Pou, 너무 재미있고 이 게임 최고네요. 이 게임 만드신 분 감사드려 오~^-^,"[0.10527744, 0.16347098, 0.14123867, 0.13656111, 0.18665576, 0.15560307, 0.11119297]","('Color Road',)","('Color Road',)"
728,21181.0,포우 Pou, 너무너무 재밌고 캐릭터도 귀여워요. 돈도 많이 주시고 미니 게임도 재밌어요. 제작자님 이 게임 만드시느라 고생하셨어요! 별 10000000000000개 도 더 드리고 싶네요!,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Angry Birds Classic',)","('Angry Birds Classic',)"
